Format Version,1.23,Take Name,Take 2024-05-10 11.31.19 AM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2024-05-10 11.31.19.221 AM,Total Frames in Take,9420,Total Exported Frames,9420,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,drone,drone,drone,drone,drone,drone,drone
,ID,"D0EC16A40EB511EFEAE2C7CD3AE76489","D0EC16A40EB511EFEAE2C7CD3AE76489","D0EC16A40EB511EFEAE2C7CD3AE76489","D0EC16A40EB511EFEAE2C7CD3AE76489","D0EC16A40EB511EFEAE2C7CD3AE76489","D0EC16A40EB511EFEAE2C7CD3AE76489","D0EC16A40EB511EFEAE2C7CD3AE76489"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,w,X,Y,Z
266,2.216667,-0.002104,0.008568,0.008918,-0.999921,89.176147,222.663010,-144.571609
267,2.225000,-0.002091,0.008595,0.008983,-0.999921,89.172447,222.649750,-144.567810
268,2.233333,-0.002086,0.008574,0.008954,-0.999921,89.177704,222.659210,-144.590286
269,2.241667,-0.002082,0.008587,0.008941,-0.999921,89.168930,222.651962,-144.599030
270,2.250000,-0.002061,0.008578,0.008990,-0.999921,89.183746,222.642639,-144.558258
271,2.258333,-0.002071,0.008610,0.009026,-0.999920,89.175659,222.650040,-144.567078
272,2.266667,-0.002138,0.008596,0.008936,-0.999921,89.172958,222.646301,-144.594254
273,2.275000,-0.002087,0.008623,0.008976,-0.999920,89.176842,222.654724,-144.584915
274,2.283333,-0.002066,0.008595,0.008985,-0.999921,89.193222,222.662720,-144.563110
275,2.291667,-0.002100,0.008582,0.008980,-0.999921,89.196053,222.650024,-144.572998
276,2.300000,-0.002079,0.008561,0.008982,-0.999921,89.213745,222.668137,-144.549149
277,2.308333,-0.002057,0.008577,0.008977,-0.999921,89.200218,222.668686,-144.567169
278,2.316667,-0.002089,0.008563,0.008975,-0.999921,89.184814,222.649094,-144.576675
279,2.325000,-0.002098,0.008560,0.008967,-0.999921,89.214188,222.679474,-144.565521
280,2.333333,-0.002086,0.008572,0.008991,-0.999921,89.203400,222.655487,-144.548447
281,2.341667,-0.002099,0.008551,0.008932,-0.999921,89.191734,222.665527,-144.576965
282,2.350000,-0.002103,0.008566,0.008934,-0.999921,89.191536,222.686218,-144.592346
283,2.358333,-0.002059,0.008578,0.009014,-0.999920,89.206558,222.680603,-144.574081
284,2.366667,-0.002126,0.008574,0.008940,-0.999921,89.203865,222.668365,-144.577789
285,2.375000,-0.002117,0.008592,0.008940,-0.999921,89.207451,222.671600,-144.587830
286,2.383333,-0.002098,0.008615,0.008974,-0.999920,89.200798,222.644531,-144.583679
287,2.391667,-0.002139,0.008622,0.008956,-0.999920,89.161934,222.651917,-144.602966
288,2.400000,-0.002132,0.008594,0.008890,-0.999921,89.197380,222.659744,-144.604767
289,2.408333,-0.002068,0.008649,0.009050,-0.999920,89.188004,222.648346,-144.567657
290,2.416667,-0.002071,0.008670,0.009053,-0.999919,89.161949,222.644760,-144.579941
291,2.425000,-0.002067,0.008599,0.008978,-0.999921,89.168121,222.663666,-144.612869
292,2.433333,-0.002090,0.008634,0.009050,-0.999920,89.174171,222.654755,-144.595352
293,2.441667,-0.002096,0.008640,0.009032,-0.999920,89.172485,222.637985,-144.558075
294,2.450000,-0.002110,0.008591,0.008922,-0.999921,89.173149,222.643417,-144.594925
295,2.458333,-0.002077,0.008581,0.008994,-0.999921,89.169601,222.646530,-144.577988
296,2.466667,-0.002093,0.008589,0.009029,-0.999920,89.157059,222.637634,-144.576630
297,2.475000,-0.002114,0.008534,0.008935,-0.999921,89.191841,222.657059,-144.582428
298,2.483333,-0.002100,0.008551,0.008974,-0.999921,89.198174,222.658737,-144.578934
299,2.491667,-0.002098,0.008532,0.008951,-0.999921,89.172569,222.649261,-144.576859
300,2.500000,-0.002125,0.008508,0.008856,-0.999922,89.179008,222.670319,-144.600479
301,2.508333,-0.002090,0.008483,0.008937,-0.999922,89.200600,222.662323,-144.567795
302,2.516667,-0.002092,0.008485,0.008908,-0.999922,89.198929,222.647964,-144.542191
303,2.525000,-0.002075,0.008470,0.008862,-0.999923,89.182480,222.681366,-144.564804
304,2.533333,-0.002075,0.008462,0.008910,-0.999922,89.180290,222.653839,-144.567932
305,2.541667,-0.002114,0.008485,0.008982,-0.999922,89.168327,222.644989,-144.551056
306,2.550000,-0.002079,0.008499,0.008924,-0.999922,89.172379,222.668472,-144.565613
307,2.558333,-0.002149,0.008483,0.008877,-0.999922,89.185402,222.651093,-144.569336
308,2.566667,-0.002080,0.008510,0.008977,-0.999921,89.155350,222.644867,-144.534027
309,2.575000,-0.002068,0.008491,0.008974,-0.999922,89.157509,222.643723,-144.568619
310,2.583333,-0.002080,0.008538,0.008969,-0.999921,89.155457,222.655060,-144.582565
311,2.591667,-0.002098,0.008611,0.009027,-0.999920,89.146881,222.644272,-144.550751
312,2.600000,-0.002115,0.008592,0.008945,-0.999921,89.155289,222.640335,-144.571426
313,2.608333,-0.002103,0.008566,0.008966,-0.999921,89.150536,222.641235,-144.604218
314,2.616667,-0.002128,0.008648,0.008969,-0.999920,89.141052,222.636276,-144.573456
315,2.625000,-0.002155,0.008632,0.008931,-0.999921,89.146042,222.637527,-144.563110
316,2.633333,-0.002142,0.008653,0.008955,-0.999920,89.115562,222.652649,-144.615005
317,2.641667,-0.002163,0.008639,0.008930,-0.999921,89.119850,222.634995,-144.619736
318,2.650000,-0.002130,0.008659,0.008992,-0.999920,89.128662,222.634201,-144.587021
319,2.658333,-0.002154,0.008688,0.008981,-0.999920,89.127060,222.661057,-144.583725
320,2.666667,-0.002159,0.008614,0.008908,-0.999921,89.121826,222.657394,-144.609009
321,2.675000,-0.002109,0.008677,0.008999,-0.999920,89.122307,222.655518,-144.599884
322,2.683333,-0.002115,0.008698,0.009016,-0.999919,89.133682,222.637405,-144.580566
323,2.691667,-0.002130,0.008628,0.008960,-0.999920,89.143517,222.654129,-144.602783
324,2.700000,-0.002125,0.008617,0.008937,-0.999921,89.134529,222.665512,-144.592804
325,2.708333,-0.002105,0.008618,0.008980,-0.999920,89.147018,222.650970,-144.580322
326,2.716667,-0.002083,0.008597,0.008964,-0.999921,89.138969,222.641876,-144.593201
327,2.725000,-0.002111,0.008571,0.009009,-0.999920,89.151360,222.652161,-144.587036
328,2.733333,-0.002089,0.008566,0.008995,-0.999921,89.161041,222.655640,-144.579010
329,2.741667,-0.002122,0.008536,0.008922,-0.999922,89.169296,222.653656,-144.594864
330,2.750000,-0.002041,0.008553,0.008988,-0.999921,89.153938,222.647186,-144.572357
331,2.758333,-0.002030,0.008510,0.009021,-0.999921,89.165024,222.644531,-144.573257
332,2.766667,-0.002144,0.008510,0.008938,-0.999922,89.181923,222.672699,-144.593887
333,2.775000,-0.002087,0.008508,0.008965,-0.999921,89.166451,222.658676,-144.576401
334,2.783333,-0.002019,0.008516,0.008991,-0.999921,89.169693,222.629807,-144.585770
335,2.791667,-0.002038,0.008508,0.008988,-0.999921,89.172897,222.641312,-144.591934
336,2.800000,-0.002080,0.008448,0.008867,-0.999923,89.217293,222.655884,-144.587204
337,2.808333,-0.002041,0.008498,0.008961,-0.999922,89.213860,222.664230,-144.567810
338,2.816667,-0.001972,0.008483,0.009051,-0.999921,89.196815,222.638672,-144.560989
339,2.825000,-0.002081,0.008489,0.008954,-0.999922,89.200485,222.631104,-144.595673
340,2.833333,-0.002084,0.008518,0.008923,-0.999922,89.207985,222.663513,-144.576401
341,2.841667,-0.002125,0.008526,0.008910,-0.999922,89.224937,222.661102,-144.567154
342,2.850000,-0.002062,0.008529,0.008980,-0.999921,89.198425,222.653900,-144.574203
343,2.858333,-0.002042,0.008543,0.008976,-0.999921,89.195267,222.657700,-144.567215
344,2.866667,-0.002110,0.008576,0.008947,-0.999921,89.209969,222.655899,-144.561081
345,2.875000,-0.002128,0.008585,0.008901,-0.999921,89.206848,222.668900,-144.569778
346,2.883333,-0.002137,0.008561,0.008923,-0.999921,89.197189,222.659225,-144.584488
347,2.891667,-0.002102,0.008587,0.008946,-0.999921,89.200615,222.660309,-144.567795
348,2.900000,-0.002093,0.008586,0.009001,-0.999921,89.211647,222.670609,-144.549927
349,2.908333,-0.002191,0.008610,0.008861,-0.999921,89.201523,222.682159,-144.606155
350,2.916667,-0.002153,0.008601,0.008898,-0.999921,89.201126,222.670914,-144.594421
351,2.925000,-0.002110,0.008618,0.008943,-0.999921,89.210449,222.663330,-144.588852
352,2.933333,-0.002124,0.008608,0.008895,-0.999921,89.212654,222.661652,-144.602234
353,2.941667,-0.002142,0.008634,0.008935,-0.999921,89.210426,222.672806,-144.586884
354,2.950000,-0.002114,0.008587,0.008935,-0.999921,89.201591,222.657455,-144.582153
355,2.958333,-0.002090,0.008627,0.009039,-0.999920,89.170380,222.653809,-144.592850
356,2.966667,-0.002089,0.008602,0.008981,-0.999920,89.174789,222.652496,-144.600983
357,2.975000,-0.002107,0.008592,0.008984,-0.999921,89.178864,222.644180,-144.587402
358,2.983333,-0.002134,0.008625,0.008996,-0.999920,89.169334,222.645737,-144.583969
359,2.991667,-0.002038,0.008621,0.009005,-0.999920,89.153564,222.643738,-144.586243
360,3.000000,-0.002035,0.008556,0.009032,-0.999921,89.149406,222.628403,-144.597595
361,3.008333,-0.002069,0.008546,0.008965,-0.999921,89.168625,222.638809,-144.585663
362,3.016667,-0.002092,0.008549,0.008983,-0.999921,89.157356,222.668365,-144.575974
363,3.025000,-0.002042,0.008540,0.008979,-0.999921,89.155617,222.648514,-144.604248
364,3.033333,-0.001999,0.008513,0.008946,-0.999922,89.145676,222.650162,-144.596405
365,3.041667,-0.002075,0.008513,0.008930,-0.999922,89.154648,222.652298,-144.600952
366,3.050000,-0.002067,0.008519,0.008940,-0.999922,89.166267,222.653214,-144.593826
367,3.058333,-0.002026,0.008491,0.008948,-0.999922,89.158295,222.633774,-144.576553
368,3.066667,-0.002031,0.008520,0.008963,-0.999922,89.143692,222.650940,-144.607727
369,3.075000,-0.002061,0.008499,0.008897,-0.999922,89.153069,222.662247,-144.608383
370,3.083333,-0.002075,0.008517,0.008931,-0.999922,89.158775,222.646408,-144.594254
371,3.091667,-0.002024,0.008547,0.009033,-0.999921,89.124413,222.639771,-144.600845
372,3.100000,-0.002034,0.008522,0.008970,-0.999921,89.130524,222.649689,-144.604507
373,3.108333,-0.002005,0.008569,0.009022,-0.999921,89.113922,222.626740,-144.596985
374,3.116667,-0.002040,0.008559,0.008976,-0.999921,89.125694,222.631073,-144.603882
375,3.125000,-0.002084,0.008562,0.008959,-0.999921,89.123352,222.623016,-144.615417
376,3.133333,-0.002032,0.008560,0.008998,-0.999921,89.130745,222.622101,-144.590134
377,3.141667,-0.002013,0.008582,0.009043,-0.999920,89.123322,222.611572,-144.587601
378,3.150000,-0.002064,0.008573,0.008993,-0.999921,89.134308,222.622925,-144.604782
379,3.158333,-0.002066,0.008573,0.009035,-0.999920,89.144257,222.649948,-144.601242
380,3.166667,-0.002056,0.008561,0.008984,-0.999921,89.159340,222.626434,-144.569611
381,3.175000,-0.002088,0.008532,0.009005,-0.999921,89.150398,222.626663,-144.587997
382,3.183333,-0.002077,0.008557,0.008946,-0.999921,89.152725,222.646057,-144.596786
383,3.191667,-0.002067,0.008527,0.008957,-0.999921,89.166130,222.642838,-144.563171
384,3.200000,-0.002109,0.008563,0.008967,-0.999921,89.160545,222.652924,-144.566635
385,3.208333,-0.002062,0.008505,0.008944,-0.999922,89.160248,222.670166,-144.576401
386,3.216667,-0.002074,0.008509,0.008957,-0.999922,89.156242,222.649521,-144.559464
387,3.225000,-0.002075,0.008557,0.009008,-0.999921,89.157532,222.652283,-144.533066
388,3.233333,-0.002119,0.008497,0.008903,-0.999922,89.177856,222.667511,-144.549545
389,3.241667,-0.002125,0.008508,0.008921,-0.999922,89.179901,222.649796,-144.575043
390,3.250000,-0.002085,0.008522,0.008977,-0.999921,89.187508,222.648941,-144.539124
391,3.258333,-0.002111,0.008525,0.008926,-0.999922,89.195274,222.671509,-144.536087
392,3.266667,-0.002168,0.008541,0.008899,-0.999922,89.197090,222.652115,-144.548630
393,3.275000,-0.002132,0.008566,0.008969,-0.999921,89.197906,222.666595,-144.546310
394,3.283333,-0.002132,0.008546,0.008935,-0.999921,89.213310,222.666473,-144.561630
395,3.291667,-0.002078,0.008575,0.008966,-0.999921,89.194687,222.657135,-144.559967
396,3.300000,-0.002097,0.008641,0.009042,-0.999920,89.188171,222.643097,-144.549286
397,3.308333,-0.002128,0.008632,0.008984,-0.999920,89.187805,222.657364,-144.560928
398,3.316667,-0.002126,0.008613,0.008966,-0.999920,89.183456,222.665039,-144.575684
399,3.325000,-0.002096,0.008637,0.008999,-0.999920,89.187004,222.644119,-144.574463
400,3.333333,-0.002105,0.008646,0.009017,-0.999920,89.180855,222.635773,-144.569717
401,3.341667,-0.002125,0.008649,0.009000,-0.999920,89.153763,222.655991,-144.574326
402,3.350000,-0.002113,0.008637,0.008961,-0.999920,89.168625,222.640640,-144.591537
403,3.358333,-0.002081,0.008627,0.008994,-0.999920,89.170715,222.656250,-144.589005
404,3.366667,-0.002087,0.008615,0.008950,-0.999921,89.187607,222.642776,-144.580933
405,3.375000,-0.002100,0.008617,0.008971,-0.999920,89.186035,222.647156,-144.574951
406,3.383333,-0.002094,0.008545,0.008854,-0.999922,89.215546,222.639069,-144.588135
407,3.391667,-0.002049,0.008538,0.008979,-0.999921,89.174377,222.644150,-144.584244
408,3.400000,-0.002069,0.008545,0.008980,-0.999921,89.181259,222.643127,-144.563995
409,3.408333,-0.002051,0.008479,0.008931,-0.999922,89.203903,222.670441,-144.559784
410,3.416667,-0.002064,0.008473,0.008926,-0.999922,89.186729,222.657410,-144.597321
411,3.425000,-0.002053,0.008482,0.008959,-0.999922,89.173149,222.655945,-144.558655
412,3.433333,-0.002079,0.008503,0.008974,-0.999921,89.163361,222.641632,-144.537109
413,3.441667,-0.002064,0.008486,0.008952,-0.999922,89.157211,222.646500,-144.580292
414,3.450000,-0.002070,0.008414,0.008873,-0.999923,89.159416,222.655563,-144.610489
415,3.458333,-0.002091,0.008473,0.008937,-0.999922,89.170906,222.646881,-144.543610
416,3.466667,-0.002042,0.008475,0.009011,-0.999921,89.142960,222.628860,-144.547089
417,3.475000,-0.002006,0.008462,0.008941,-0.999922,89.130089,222.657562,-144.606033
418,3.483333,-0.002028,0.008503,0.008959,-0.999922,89.146461,222.658798,-144.592728
419,3.491667,-0.002049,0.008509,0.008999,-0.999921,89.169144,222.660568,-144.559570
420,3.500000,-0.002044,0.008511,0.008965,-0.999922,89.141029,222.630280,-144.573578
421,3.508333,-0.002066,0.008558,0.008960,-0.999921,89.128632,222.622849,-144.609756
422,3.516667,-0.002081,0.008554,0.009004,-0.999921,89.133652,222.630020,-144.572113
423,3.525000,-0.002086,0.008566,0.009006,-0.999921,89.129776,222.646378,-144.594269
424,3.533333,-0.002065,0.008630,0.009011,-0.999920,89.130455,222.640549,-144.587341
425,3.541667,-0.002075,0.008571,0.008985,-0.999921,89.127823,222.641785,-144.579956
426,3.550000,-0.002062,0.008627,0.009016,-0.999920,89.103012,222.615112,-144.571213
427,3.558333,-0.002108,0.008637,0.008991,-0.999920,89.097839,222.642807,-144.581650
428,3.566667,-0.002149,0.008617,0.008901,-0.999921,89.124413,222.649734,-144.592285
429,3.575000,-0.002106,0.008629,0.009019,-0.999920,89.123009,222.639725,-144.583862
430,3.583333,-0.002119,0.008650,0.009011,-0.999920,89.123024,222.641769,-144.555374
431,3.591667,-0.002167,0.008600,0.008944,-0.999921,89.133942,222.650208,-144.568649
432,3.600000,-0.002138,0.008583,0.008917,-0.999921,89.136559,222.659805,-144.591156
433,3.608333,-0.002133,0.008617,0.008955,-0.999920,89.139832,222.653488,-144.567291
434,3.616667,-0.002119,0.008599,0.008990,-0.999920,89.165024,222.668762,-144.564545
435,3.625000,-0.002115,0.008550,0.008912,-0.999922,89.163124,222.661835,-144.579529
436,3.633333,-0.002152,0.008540,0.008918,-0.999922,89.152817,222.655243,-144.576752
437,3.641667,-0.002173,0.008548,0.008887,-0.999922,89.164864,222.659119,-144.560516
438,3.650000,-0.002115,0.008569,0.008955,-0.999921,89.152306,222.651093,-144.581955
439,3.658333,-0.002085,0.008531,0.008934,-0.999922,89.152840,222.639999,-144.584152
440,3.666667,-0.002128,0.008525,0.008924,-0.999922,89.158012,222.659927,-144.550644
441,3.675000,-0.002161,0.008549,0.008878,-0.999922,89.175476,222.656723,-144.565063
442,3.683333,-0.002065,0.008521,0.008966,-0.999921,89.156822,222.646698,-144.578461
443,3.691667,-0.002080,0.008510,0.008991,-0.999921,89.163826,222.643616,-144.577499
444,3.700000,-0.002021,0.008537,0.008988,-0.999921,89.201012,222.652283,-144.545181
445,3.708333,-0.002073,0.008531,0.008975,-0.999921,89.185089,222.649551,-144.575439
446,3.716667,-0.002103,0.008533,0.008937,-0.999922,89.158936,222.639618,-144.601532
447,3.725000,-0.002050,0.008526,0.008942,-0.999922,89.185837,222.652924,-144.592773
448,3.733333,-0.001990,0.008553,0.008992,-0.999921,89.191048,222.649780,-144.565933
449,3.741667,-0.002102,0.008526,0.008957,-0.999921,89.206696,222.648956,-144.580368
450,3.750000,-0.002085,0.008552,0.008944,-0.999921,89.199081,222.661911,-144.602615
451,3.758333,-0.002077,0.008539,0.008927,-0.999922,89.180382,222.655502,-144.596161
452,3.766667,-0.002168,0.008547,0.008898,-0.999922,89.182365,222.638931,-144.600754
453,3.775000,-0.002088,0.008553,0.008899,-0.999922,89.178856,222.662628,-144.593414
454,3.783333,-0.002066,0.008552,0.008960,-0.999921,89.171547,222.667740,-144.601471
455,3.791667,-0.002100,0.008531,0.008908,-0.999922,89.171219,222.654343,-144.601898
456,3.800000,-0.002125,0.008572,0.008903,-0.999921,89.149742,222.663986,-144.595947
457,3.808333,-0.002155,0.008599,0.008909,-0.999921,89.147476,222.665955,-144.615112
458,3.816667,-0.002097,0.008555,0.008979,-0.999921,89.149338,222.654602,-144.597488
459,3.825000,-0.002100,0.008570,0.008953,-0.999921,89.165421,222.644852,-144.586899
460,3.833333,-0.002072,0.008556,0.008943,-0.999921,89.140907,222.644455,-144.597046
461,3.841667,-0.002095,0.008561,0.008928,-0.999921,89.134224,222.650848,-144.610855
462,3.850000,-0.002128,0.008586,0.008944,-0.999921,89.143181,222.637009,-144.590561
463,3.858333,-0.002052,0.008545,0.008984,-0.999921,89.143631,222.629944,-144.582703
464,3.866667,-0.002077,0.008571,0.008996,-0.999921,89.135155,222.639740,-144.600067
465,3.875000,-0.002090,0.008582,0.008985,-0.999921,89.114113,222.635300,-144.597092
466,3.883333,-0.002130,0.008597,0.008968,-0.999921,89.107933,222.651657,-144.588974
467,3.891667,-0.002062,0.008592,0.009012,-0.999920,89.104584,222.641174,-144.598724
468,3.900000,-0.002074,0.008616,0.008992,-0.999920,89.100906,222.629868,-144.608948
469,3.908333,-0.002090,0.008587,0.008940,-0.999921,89.117943,222.630432,-144.590591
470,3.916667,-0.002125,0.008568,0.008942,-0.999921,89.107376,222.641953,-144.586060
471,3.925000,-0.002091,0.008572,0.008902,-0.999922,89.103119,222.624435,-144.588120
472,3.933333,-0.002102,0.008565,0.008962,-0.999921,89.104713,222.662033,-144.597107
473,3.941667,-0.002137,0.008555,0.008931,-0.999921,89.111504,222.653595,-144.580902
474,3.950000,-0.002147,0.008561,0.008891,-0.999922,89.110199,222.648270,-144.579010
475,3.958333,-0.002130,0.008566,0.008939,-0.999921,89.102188,222.651337,-144.584976
476,3.966667,-0.002112,0.008609,0.008933,-0.999921,89.086487,222.628601,-144.579300
477,3.975000,-0.002142,0.008579,0.008952,-0.999921,89.111824,222.646088,-144.588547
478,3.983333,-0.002160,0.008564,0.008876,-0.999922,89.128998,222.648972,-144.596039
479,3.991667,-0.002146,0.008538,0.008899,-0.999922,89.127258,222.650955,-144.593567
480,4.000000,-0.002122,0.008593,0.008964,-0.999921,89.113136,222.649246,-144.583878
481,4.008333,-0.002117,0.008576,0.008940,-0.999921,89.123665,222.650238,-144.589340
482,4.016667,-0.002168,0.008572,0.008913,-0.999921,89.126579,222.639084,-144.603546
483,4.025000,-0.002147,0.008521,0.008916,-0.999922,89.145714,222.633896,-144.586823
484,4.033333,-0.002107,0.008608,0.008926,-0.999921,89.135941,222.643494,-144.592972
485,4.041667,-0.002110,0.008566,0.008953,-0.999921,89.135765,222.644455,-144.616272
486,4.050000,-0.002081,0.008569,0.008971,-0.999921,89.133980,222.633057,-144.604538
487,4.058333,-0.002062,0.008588,0.008980,-0.999921,89.165833,222.649979,-144.593246
488,4.066667,-0.002036,0.008526,0.008952,-0.999922,89.196335,222.670853,-144.589783
489,4.075000,-0.002070,0.008523,0.008940,-0.999922,89.171379,222.655930,-144.610275
490,4.083333,-0.002109,0.008530,0.008930,-0.999922,89.176270,222.648834,-144.607727
491,4.091667,-0.002089,0.008544,0.008902,-0.999922,89.173561,222.646057,-144.609390
492,4.100000,-0.002078,0.008533,0.008953,-0.999921,89.197395,222.627243,-144.589111
493,4.108333,-0.002083,0.008500,0.008893,-0.999922,89.204979,222.642624,-144.595886
494,4.116667,-0.002045,0.008472,0.008915,-0.999922,89.200027,222.661789,-144.598846
495,4.125000,-0.002080,0.008500,0.008929,-0.999922,89.188400,222.665604,-144.591629
496,4.133333,-0.002059,0.008508,0.008891,-0.999922,89.202736,222.655930,-144.577103
497,4.141667,-0.002056,0.008491,0.008959,-0.999922,89.193718,222.670151,-144.586258
498,4.150000,-0.002095,0.008510,0.008895,-0.999922,89.201302,222.662216,-144.589447
499,4.158333,-0.002090,0.008508,0.008911,-0.999922,89.195305,222.656357,-144.580917
500,4.166667,-0.002094,0.008506,0.008911,-0.999922,89.187126,222.657776,-144.593384
501,4.175000,-0.002105,0.008534,0.008892,-0.999922,89.172615,222.653732,-144.602051
502,4.183333,-0.002082,0.008540,0.008901,-0.999922,89.188301,222.662811,-144.587112
503,4.191667,-0.002105,0.008532,0.008900,-0.999922,89.185463,222.662506,-144.591278
504,4.200000,-0.002109,0.008560,0.008922,-0.999921,89.160606,222.665756,-144.606277
505,4.208333,-0.002112,0.008582,0.008955,-0.999921,89.152145,222.643616,-144.618698
506,4.216667,,,,,,,
507,4.225000,-0.002109,0.008645,0.008971,-0.999920,89.135086,222.644119,-144.595657
508,4.233333,-0.002135,0.008653,0.008969,-0.999920,89.120148,222.641373,-144.614120
509,4.241667,-0.002113,0.008655,0.008952,-0.999920,89.081345,222.618195,-144.586349
510,4.250000,-0.002126,0.008656,0.008927,-0.999920,89.073837,222.609589,-144.582657
511,4.258333,-0.002154,0.008639,0.008932,-0.999920,89.062218,222.602524,-144.586014
512,4.266667,-0.002110,0.008646,0.009061,-0.999919,89.107346,222.641922,-144.591904
513,4.275000,-0.002087,0.008627,0.009000,-0.999920,89.071350,222.635956,-144.588821
514,4.283333,-0.002150,0.008612,0.008939,-0.999921,89.050827,222.608322,-144.586502
515,4.291667,-0.002141,0.008631,0.008990,-0.999920,89.085564,222.629395,-144.589783
516,4.300000,-0.002132,0.008553,0.008957,-0.999921,89.093208,222.632385,-144.579666
517,4.308333,-0.002097,0.008573,0.008934,-0.999921,89.084717,222.641144,-144.580215
518,4.316667,-0.002084,0.008542,0.008983,-0.999921,89.082092,222.656281,-144.590439
519,4.325000,-0.002123,0.008555,0.008951,-0.999921,89.086685,222.636276,-144.574615
520,4.333333,-0.002122,0.008522,0.008910,-0.999922,89.102150,222.643478,-144.575363
521,4.341667,-0.002127,0.008488,0.008894,-0.999922,89.111748,222.649567,-144.582520
522,4.350000,-0.002114,0.008472,0.008911,-0.999922,89.110390,222.636810,-144.580338
523,4.358333,-0.002047,0.008476,0.008971,-0.999922,89.096260,222.643265,-144.581146
524,4.366667,-0.002027,0.008447,0.008982,-0.999922,89.111610,222.626740,-144.566605
525,4.375000,-0.002080,0.008456,0.008905,-0.999923,89.127625,222.642456,-144.560226
526,4.383333,-0.002084,0.008477,0.008930,-0.999922,89.117210,222.654877,-144.582901
